URL,Start Time,End Time
01i68fQIo1o, 100.000, 110.000
02Nbja5DOMs, 10.000, 20.000
0498hy13o1E, 10.000, 20.000
04RC7-oGGkc, 30.000, 40.000
05rXA1rZEdw, 10.000, 20.000
0CK-Bk-3j6o, 30.000, 40.000
0HCX9M3lo44, 7.000, 17.000
0IMorrErsv0, 50.000, 60.000
0IqfdY1oxmM, 70.000, 80.000
0J64KP79xkM, 30.000, 40.000
0JqaCkohyek, 10.000, 20.000
0L9F7PAINqo, 350.000, 360.000
0NvRnSZo_yw, 0.000, 10.000
0SrJ2zPEqLs, 30.000, 40.000
0WnknjrATdA, 40.000, 50.000
0be2VHPptTU, 30.000, 40.000
0dQdY_-Fh6I, 30.000, 40.000
0f2RYGzn0rM, 0.000, 10.000
0flU_95jm8E, 50.000, 60.000
0gXyg9t-flg, 10.000, 20.000
0hhMx1pf-Fk, 30.000, 40.000
0i51hDY_RPA, 80.000, 90.000
0iNKa0JNcHc, 140.000, 150.000
0kNNcMSL-L0, 30.000, 40.000
0kiMXnnrKjg, 12.000, 22.000
0mgIsS0wKro, 30.000, 40.000
0o1SCyEcbMU, 10.000, 20.000
0oBDjq-2eLA, 30.000, 40.000
0oc608_yMjs, 10.000, 20.000
0owfgo9Ou3s, 30.000, 40.000
0re4hMMjJ8Q, 40.000, 50.000
0tot80uZKTg, 120.000, 130.000
0uU9PiR8_C8, 10.000, 20.000
0uuCpTLL594, 27.000, 37.000
0v7SOVeMw0g, 30.000, 40.000
0wSKUsufri4, 10.000, 20.000
0xqPlD6lM9o, 30.000, 40.000
0y69IaalTjY, 10.000, 20.000
0y_8qBo3aHE, 70.000, 80.000
1-pnc4lFWh0, 30.000, 40.000
10ILs3Dvgds, 10.000, 20.000
116C4_1OP5I, 50.000, 60.000
11gGfPTUZcE, 30.000, 40.000
129Fy2Z1ItY, 30.000, 40.000
12bmrnsbXq8, 140.000, 150.000
14TnxreMZJA, 140.000, 150.000
1BuCw43a4_o, 70.000, 80.000
1CLmuMFEgrM, 20.000, 30.000
1DHDME36lbE, 40.000, 50.000
1DKCgmEfcG0, 170.000, 180.000
1E_jzLpWNKM, 110.000, 120.000
1ID3aaxx8rM, 10.000, 20.000
1KvbsSNo4pk, 20.000, 30.000
1SKs3kD9Qwc, 10.000, 20.000
1SmKwFzdiqA, 40.000, 50.000
1TSkVdJ_knQ, 40.000, 50.000
1VEDNOWGNpU, 20.000, 30.000
1XFRteSfNpA, 0.000, 10.000
1XTHCpBJLFQ, 40.000, 50.000
1XTMCF1W_2I, 110.000, 120.000
1YMBETzN4O0, 0.000, 10.000
1YoChLI2bkg, 10.000, 20.000
1YwQWFBpxEg, 30.000, 40.000
1bGCnzs3yAs, 30.000, 40.000
1bOXPrzHVlc, 70.000, 80.000
1cM8k0GIRYA, 20.000, 30.000
1fWwI3ZXynY, 20.000, 30.000
1fYjCl2aGAs, 350.000, 360.000
1fZj2Z3lAfc, 10.000, 20.000
1iR8szT4Rj8, 250.000, 260.000
1jAenzgjybk, 60.000, 70.000
1jUZbxcxDww, 10.000, 20.000
1kJHT52A0kI, 110.000, 120.000
1kc968WZ9dw, 50.000, 60.000
1pAS7L-UIA4, 0.000, 10.000
1r_1teFn7n0, 130.000, 140.000
1rtQ_YOHDic, 70.000, 80.000
1tnGtngsDL8, 180.000, 190.000
1z2FeaSQq5c, 20.000, 30.000
2-2V3XHpBM8, 20.000, 30.000
2-2XyMKd2DI, 30.000, 40.000
2-TRXtJ6pqE, 50.000, 60.000
25LXKz3wBrk, 10.000, 20.000
25T5kgGeGqo, 170.000, 180.000
27UhSpK-3ug, 0.000, 10.000
27Vho54XD_A, 20.000, 30.000
27pVGh9xOr4, 10.000, 20.000
2C39wkiTRd0, 30.000, 40.000
2CUf1QVlaoo, 10.000, 20.000
2CWosdSn7nU, 0.000, 10.000
2CbiaYL-C0I, 0.000, 7.000
2DPaO74plcE, 270.000, 280.000
2IIvxnxWZ74, 50.000, 60.000
2JMeT79Jyh8, 80.000, 90.000
2KAXiIYmv54, 80.000, 90.000
2KI5DapHfgE, 20.000, 30.000
2KgFFhOTlR8, 20.000, 30.000
2LWnuPO7uOI, 20.000, 30.000
2MsODXwBdRY, 60.000, 70.000
2QK2TN8GZb0, 20.000, 30.000
2R2-qVlIiJ8, 20.000, 30.000
2Szgz8KxwaY, 10.000, 20.000
2U58abh4gt8, 40.000, 50.000
2WKbCMymnCM, 10.000, 20.000
2WP80d_q2W0, 40.000, 50.000
2ZnpFP5QXp8, 50.000, 60.000
2aTVSeC7bww, 30.000, 40.000
2bcpaKT6FiY, 0.000, 10.000
2gPPiLpAPNI, 30.000, 40.000
2gXN76J-Xa4, 80.000, 90.000
2iwKe2kO6mo, 30.000, 40.000
2pKkaUuZygE, 0.000, 10.000
2pdnlXllNZk, 80.000, 90.000
2rM5rZ4wTn8, 40.000, 50.000
2tXCYBl7yM0, 30.000, 40.000
2tZ7SSc8iG8, 10.000, 20.000
2vrDDsT7sYk, 20.000, 30.000
2xfPXH9VmaI, 130.000, 140.000
2ypt3bSUb8Y, 0.000, 10.000
31jKxU1mKAw, 40.000, 50.000
327kY5ibeuw, 110.000, 120.000
33REGRja5mw, 220.000, 230.000
34LwyZPAamw, 160.000, 170.000
3553HVNfiP8, 80.000, 90.000
35QHLato_mQ, 100.000, 110.000
37xr3DyPbwc, 10.000, 20.000
38MQRVvtdgM, 160.000, 170.000
399Vssvn81k, 40.000, 50.000
3CvJhpMHLTQ, 10.000, 20.000
3FwTm15bCoA, 40.000, 50.000
3GB6244ctmI, 0.000, 10.000
3GON9iqIH9A, 200.000, 210.000
3KLMI6Cw0u0, 10.000, 20.000
3OmhJ07aZa0, 140.000, 150.000
3P9NEcY_RW0, 30.000, 40.000
3Qxd3CDQkZ0, 20.000, 30.000
3REtdSdP1lI, 20.000, 30.000
3U7MgfDTL7Q, 130.000, 140.000
3UgpbhN0KJA, 50.000, 60.000
3UtQSxTY5og, 0.000, 10.000
3V7YL_zTgUo, 0.000, 10.000
3Vs6jCyH5vg, 10.000, 20.000
3XcIVh40pTI, 10.000, 20.000
3YYzHjvicFY, 50.000, 60.000
3_MGBiaAA2Q, 0.000, 10.000
3a-Yo8NApp4, 40.000, 50.000
3abg1iZDLTg, 330.000, 340.000
3cWjU38qgLk, 70.000, 80.000
3ccuMHzTJEk, 10.000, 20.000
3cwJLv-D_hI, 20.000, 30.000
3cxtM25ctw8, 170.000, 180.000
3dcKjAn4U6w, 10.000, 20.000
3ebNvNIrXoo, 20.000, 30.000
3epkOM1_9LY, 40.000, 50.000
3fX7-liyZj8, 40.000, 50.000
3fbmK7ru-2E, 70.000, 80.000
3hLcevjUyf4, 0.000, 10.000
3iKEm4hSO3A, 40.000, 50.000
3j0W67ZPNWs, 0.000, 10.000
3kJmzZDyCVs, 10.000, 20.000
3lbJzkctdDM, 30.000, 40.000
3m_dg2MH-FE, 0.000, 10.000
3ucmEhJGEAM, 20.000, 30.000
3ustxp7NTVk, 20.000, 30.000
3v1vELFlE7k, 0.000, 10.000
3y40oN-WDAo, 50.000, 60.000
4--Lpt3YPDc, 10.000, 20.000
40GvrkNyQR8, 20.000, 30.000
40ghjcpDJw8, 30.000, 40.000
44sr0dbl-xQ, 10.000, 20.000
46QE1mzOXIU, 30.000, 40.000
47bGsgYZDz8, 20.000, 30.000
4AOaHKXHyM0, 20.000, 30.000
4AumzfG6EIk, 20.000, 30.000
4BBnZnCFMzY, 20.000, 30.000
4BRIbrPdxjk, 0.000, 10.000
4BaAxF4XgO8, 20.000, 30.000
4C4dfeDruIw, 10.000, 20.000
4Dgsprnpcdg, 0.000, 10.000
4E7Ga-Izg_o, 10.000, 20.000
4H61msyILy8, 0.000, 10.000
4HEuzuFT8QE, 30.000, 40.000
4IH4KCTb6vQ, 10.000, 20.000
4J-rFIucO80, 0.000, 10.000
4M8CFX38RpQ, 30.000, 40.000
4NbM_GpEnl8, 20.000, 30.000
4Q0UocsJoz8, 0.000, 10.000
4S4U6XRvRVE, 10.000, 20.000
4Svg1BRlNH0, 70.000, 80.000
4TuC-NVwtPc, 50.000, 60.000
4UEkGKLB89Y, 0.000, 10.000
4Uhe-VX_jCU, 10.000, 20.000
4V0keQOlnH8, 40.000, 50.000
4VD4FGVS2nM, 10.000, 20.000
4VGaIXNUUfw, 0.000, 10.000
4WxFMhdbjRI, 20.000, 30.000
4YodC6RnplI, 70.000, 80.000
4ZlRt0UHWb8, 60.000, 70.000
4_C20Dw7G_4, 10.000, 20.000
4c5ZMqxb_ME, 0.000, 10.000
4hlGZVen7qk, 20.000, 30.000
4lX-X4gybCg, 30.000, 40.000
4oyLMO10V04, 10.000, 20.000
4qzELU-6jFI, 80.000, 90.000
4sI23gTzpws, 160.000, 170.000
4x38BmsSiVE, 30.000, 40.000
4z5t44gs6o4, 60.000, 70.000
577PkQbEZxA, 40.000, 50.000
58wK1QWGvtY, 110.000, 120.000
59MqKY5md9w, 20.000, 30.000
5Ax3jJOWVcQ, 0.000, 10.000
5BGmrV7_qVE, 0.000, 10.000
5EboRT7Dcaw, 90.000, 100.000
5G3LO8xL-Oo, 20.000, 30.000
5H4jT2dsIE4, 10.000, 20.000
5HkKl1QFyT4, 80.000, 90.000
5ICrq2XZjKo, 20.000, 30.000
5IqWQ6jEKqE, 60.000, 70.000
5OiAuv08tp4, 100.000, 110.000
5S2Zgvmw_5o, 30.000, 40.000
5S8tp0Q-UW8, 0.000, 10.000
5SSn1qmWOio, 0.000, 10.000
5XDKSC-LHmA, 30.000, 40.000
5_V4VNQs7v8, 20.000, 30.000
5_YSVFUjBOk, 0.000, 10.000
5cWQ9lZeJLQ, 10.000, 20.000
5hO-x2VUJc0, 10.000, 20.000
5lJZp5vyohk, 30.000, 40.000
5np6y-y6kBY, 30.000, 40.000
5rL0QdIHF6E, 40.000, 50.000
5rh5-MCjqq8, 30.000, 40.000
5tXq7Ptha-s, 80.000, 90.000
5uB3RSKKeB0, 20.000, 30.000
5xYRzfR22oc, 10.000, 20.000
5xz2heCSr-s, 40.000, 50.000
6-5jtj4ROqY, 30.000, 40.000
6-o0DEoZQZw, 0.000, 10.000
60LOdZIIUn4, 60.000, 70.000
61Vl5yTsyYg, 110.000, 120.000
61vdanMlQwQ, 20.000, 30.000
62LsxuBEhMo, 60.000, 70.000
642xIJH1IjY, 10.000, 20.000
67_FrupcCS4, 0.000, 10.000
6BQAAtGVJzc, 20.000, 30.000
6CSyJfYYBCs, 50.000, 60.000
6E55m6z8nmY, 220.000, 230.000
6FHECzSv6-c, 30.000, 40.000
6Go-n4JKtzM, 0.000, 10.000
6H3oX7XeKXs, 40.000, 50.000
6JvaRmV4GTs, 110.000, 120.000
6MYLrx4CqRA, 50.000, 60.000
6O0jYWFBYJY, 0.000, 10.000
6OYnVK1T8vo, 50.000, 60.000
6RBrKvTOLsI, 110.000, 120.000
6SDaSFPhZu8, 60.000, 70.000
6ZABu2G64ms, 0.000, 10.000
6ajlhNJVxJI, 0.000, 10.000
6h8x8NBok0o, 30.000, 40.000
6iwOOiYQAt0, 40.000, 50.000
6lVFdvOfZEI, 110.000, 120.000
6mBXQx14Luk, 40.000, 50.000
6r3wm6-62lk, 110.000, 120.000
6tjLSUMbPhg, 10.000, 20.000
6wcVDVP0rio, 60.000, 70.000
6xdLGyrbtJM, 0.000, 10.000
7-bN_karX3A, 110.000, 120.000
703lPJIvk2E, 190.000, 200.000
71L97wy61yo, 100.000, 110.000
71iXgJIvlTg, 80.000, 90.000
72_OfyS2fu8, 20.000, 30.000
72uM_Wz4ItI, 10.000, 20.000
73NVLEoDJoY, 60.000, 70.000
751QPB8mDAg, 0.000, 10.000
75Qn7yv-71A, 10.000, 20.000
78gtofXVH2I, 20.000, 30.000
7AZ7Y0fMwWk, 90.000, 100.000
7B86MZYEMXI, 20.000, 30.000
7BU0rD0m2bk, 20.000, 30.000
7BZU5bb3CbI, 50.000, 60.000
7CBWFErtB5U, 20.000, 30.000
7CYYfSXgyHc, 20.000, 30.000
7CnW8LQWGog, 30.000, 40.000
7FNPAo2SL1w, 20.000, 30.000
7Jnw5bs6vtA, 0.000, 10.000
7LVjivoNNzk, 0.000, 10.000
7ONYYoHFQvo, 30.000, 40.000
7PnbaD9fIjs, 180.000, 190.000
7TML1CDRbVo, 20.000, 30.000
7VSCcViVixw, 0.000, 10.000
7Wat_2UHu8o, 0.000, 10.000
7_S7ah7DLOE, 40.000, 50.000
7asxHxnNk4Y, 0.000, 10.000
7b3TCh2Sxq4, 90.000, 100.000
7b7yQgrmdic, 10.000, 20.000
7bHfgmUqHmQ, 20.000, 30.000
7gBrL9sSS3U, 90.000, 100.000
7gllf7x8Ktw, 0.000, 10.000
7lJcnWLf0Ho, 30.000, 40.000
7lkt4p4CsYM, 120.000, 130.000
7lupbLcKCrg, 0.000, 10.000
7p8KMaHHXnc, 190.000, 200.000
7pDPvcxpzbQ, 10.000, 20.000
7qBNr6OsgUQ, 10.000, 20.000
7ue27wIDoXg, 70.000, 80.000
7urP9pRcrik, 80.000, 90.000
7uwlgmP6Vb4, 70.000, 80.000
7wkR_gi-Quc, 90.000, 100.000
8-vETvf0F5A, 0.000, 10.000
80Rs3qQwpYY, 20.000, 30.000
827oM6vfjFQ, 20.000, 30.000
84i2xoVNSnI, 500.000, 510.000
84mYtnoKDAM, 50.000, 60.000
86PUjaAi_Kw, 0.000, 10.000
8AGm9K8brhw, 250.000, 260.000
8FBWM73r-oE, 200.000, 210.000
8GeQ1AxIqEw, 50.000, 60.000
8H17M_bRkYA, 60.000, 70.000
8HWM37_SG9g, 30.000, 40.000
8IfmSpOxs4g, 10.000, 20.000
8LGMa8FVWEo, 20.000, 30.000
8LlqQXg4T5k, 10.000, 20.000
8LvXZGk8wTE, 30.000, 40.000
8MPvzgy10BU, 10.000, 20.000
8OTqfTSoUL4, 0.000, 10.000
8QYtEt1w-8M, 70.000, 80.000
8TvWc_MHhwM, 10.000, 20.000
8UgR_Wui0s0, 0.000, 10.000
8WILg3mmfTA, 160.000, 170.000
8_Bb9gLQVSs, 160.000, 170.000
8_RtPyr5PpU, 10.000, 20.000
8_VfA3xlvNk, 40.000, 50.000
8_uJU2fLjKg, 20.000, 30.000
8b5VG6ky_Wo, 10.000, 20.000
8b64eo5MBKA, 40.000, 50.000
8bmaP25tJe4, 20.000, 30.000
8hYUn3tel9s, 20.000, 30.000
8jjvxPs-jUk, 60.000, 70.000
8kNDCLtz8bY, 80.000, 90.000
8kQnsUJEP_4, 10.000, 20.000
8k_aV4mEz94, 20.000, 30.000
8m2uZL2PqMs, 20.000, 30.000
8nCBg_EuS3k, 30.000, 40.000
8uDXjGqs7ro, 50.000, 60.000
8wwK1DZHXZg, 30.000, 40.000
91GCtSoNPqE, 0.000, 10.000
91HcrO0dw1g, 20.000, 30.000
931FefohlbA, 40.000, 50.000
95DvdNAC6IE, 100.000, 110.000
9AG9Rcbdq98, 40.000, 50.000
9Eoew1VEHEo, 180.000, 190.000
9F5bSydqGn0, 40.000, 50.000
9FNK87ppnog, 0.000, 10.000
9G-nQ7Ud1aQ, 10.000, 20.000
9JGdAEbme3Y, 10.000, 20.000
9JkQSotACZM, 40.000, 50.000
9K7HCoVvsXg, 10.000, 20.000
9KLv0RR6xiA, 20.000, 30.000
9LoDdANZIwg, 50.000, 60.000
9SpP079VAYw, 30.000, 40.000
9TdjBYLfS7g, 10.000, 20.000
9TxVsZjXCVM, 10.000, 20.000
9US2zkrY0NA, 10.000, 20.000
9VhFoz9bmWM, 10.000, 20.000
9YkOcQyUbKY, 90.000, 100.000
9_6DWdRdPM4, 90.000, 100.000
9a1KzIubxw8, 40.000, 50.000
9amGgMSVjpA, 70.000, 80.000
9baoh1DgoZA, 20.000, 30.000
9cl11FgzpaU, 100.000, 110.000
9dMQJcZcD5I, 0.000, 10.000
9dPiRSWl06E, 20.000, 30.000
9gOI1_wEuPs, 0.000, 10.000
9ptOhptuqUA, 0.000, 10.000
9qGEOvkKABE, 20.000, 30.000
9sWUP6Ecmgw, 90.000, 100.000
9tDZq-379-o, 80.000, 90.000
9vKranle5eU, 60.000, 70.000
9wdaoEFXToQ, 20.000, 30.000
9yQZGL6msYk, 40.000, 50.000
9zHI4qphDXE, 60.000, 70.000
A6G9uEuHxp8, 100.000, 110.000
A8vh2ucp3bA, 0.000, 10.000
ABCSgtiQCvM, 60.000, 70.000
ADplf6HEjdA, 50.000, 60.000
AEcNBXnPKU4, 0.000, 10.000
AEjfdYic5bs, 10.000, 20.000
AF1FxHnvvvg, 80.000, 90.000
AFJK8wVs-ds, 50.000, 60.000
AFkmihcnwv0, 110.000, 120.000
AG-0ra-pmmc, 10.000, 20.000
AGsPwYz6-SY, 0.000, 10.000
AHsBqcxLPaQ, 70.000, 80.000
AJe39gk3GFk, 10.000, 20.000
AJmL-F6c7wM, 70.000, 80.000
AKLiW8ibjIE, 10.000, 20.000
AKnHQmpKHEg, 50.000, 60.000
AMhfvxpn2iA, 0.000, 10.000
AN3aFNFXXt0, 20.000, 30.000
AVjm_N5qYAQ, 110.000, 120.000
AYVoitWmG6M, 30.000, 40.000
AZkCoa42lis, 30.000, 40.000
AcQ259OZZoQ, 10.000, 20.000
AfpPCPCwqq4, 0.000, 10.000
AkXAP0yFgxc, 80.000, 90.000
Al9oj4TgXv4, 400.000, 410.000
ArKKNUBS-R0, 50.000, 60.000
AruXXlokVkk, 0.000, 10.000
AuIM2NatauA, 20.000, 30.000
AvqCIiyctAo, 0.000, 10.000
AyI1IkYr9Ec, 100.000, 110.000
B-bmwvlR--U, 40.000, 50.000
B1akZZ-TMNo, 20.000, 30.000
B4AUtKFddKs, 20.000, 30.000
BBTAciSOgiU, 260.000, 270.000
BCfnxbq7t20, 30.000, 40.000
BDXGM5qwT_w, 80.000, 90.000
BIzh8dWqc8k, 90.000, 100.000
BMh-vvYwMVc, 70.000, 80.000
BNtt087Z8t8, 0.000, 10.000
BOwmitF2yqg, 0.000, 10.000
BUZ1va042dI, 20.000, 30.000
BUk2M6wOY3Y, 60.000, 70.000
BVOVcrjpLGc, 200.000, 210.000
BWi4A2CNWQc, 10.000, 20.000
BY9WR1EmvbI, 10.000, 20.000
BYbeCfQdtKs, 10.000, 20.000
Be6wYYxZUkY, 0.000, 10.000
BesF3XNhAkM, 0.000, 10.000
BfsTNagXSg8, 40.000, 50.000
Bow2JlBSnT8, 80.000, 90.000
BqA6jeltH6Q, 10.000, 20.000
BqN4CEnrElU, 30.000, 40.000
BvqiDcEIC78, 50.000, 60.000
BvsgHQC5K0M, 60.000, 70.000
ByZvbl_Pnx0, 40.000, 50.000
C2VeDxyMLHo, 170.000, 180.000
C9PhMCUaKSM, 10.000, 20.000
CARDNI59xOM, 60.000, 70.000
CA_AkXp0WDs, 560.000, 570.000
CBGRhuqfZBw, 10.000, 20.000
CCyWqBObsrw, 10.000, 20.000
CFyY0PWFsoc, 10.000, 20.000
CIDNbexuLTY, 160.000, 170.000
CJXXFjevV8k, 0.000, 10.000
CJsbO_niLKY, 40.000, 50.000
CM65vu_qcnM, 10.000, 20.000
CQwbZ8bQ-g4, 100.000, 110.000
CR7PXz6D1vU, 10.000, 20.000
CTOvFKCmyb4, 20.000, 30.000
CUlUUdmljb0, 30.000, 40.000
CUtbzo2jqkQ, 20.000, 30.000
CV7a8TgMuVs, 70.000, 80.000
C_ovBBWEXR0, 20.000, 30.000
CatgiTZ4R-o, 20.000, 30.000
CcEOC-SPVUY, 30.000, 40.000
CjveuFoU_dQ, 0.000, 10.000
CkELMYInmKA, 0.000, 10.000
CkXkPpaI7XM, 90.000, 100.000
ClHMePhiDEY, 30.000, 40.000
CnooURxIm9I, 100.000, 110.000
Cnuoth6_GXY, 60.000, 70.000
CoNXBK72Cj4, 20.000, 30.000
CofPJJbKHDs, 30.000, 40.000
CsfeJr0O7-A, 90.000, 100.000
CxaPpRJRkn0, 0.000, 10.000
D18XmeWSSq0, 0.000, 10.000
D1A2UowzCY0, 20.000, 30.000
D3z8efpXWyU, 10.000, 20.000
D5gUMbsduP4, 20.000, 30.000
D8vqS365gF8, 0.000, 10.000
DE_wiwzTWL8, 100.000, 110.000
DG2zHEzoTR8, 20.000, 30.000
DJ8Sfyoq6AU, 220.000, 230.000
DJ8qKlE8rBs, 100.000, 110.000
DKN3EnEP7RY, 60.000, 70.000
DMIthQNjjII, 10.000, 20.000
DNfmDjM9M6U, 0.000, 10.000
DNx23z9BUB4, 20.000, 30.000
DOylHYkp5IY, 440.000, 450.000
DOzc8GAQq8A, 20.000, 30.000
DQb9zWjsMk0, 90.000, 100.000
DQoH4QSsurI, 180.000, 190.000
DRGGKJzKy6Y, 60.000, 70.000
DT97WpbzvBM, 50.000, 60.000
DTxQws1zonY, 70.000, 80.000
DX4MtfxBSGo, 50.000, 60.000
DaHCvFYGPhw, 50.000, 60.000
Dbto10vEM5Y, 120.000, 130.000
Dcrd4wvHmzo, 60.000, 70.000
DiJIuaZtxAk, 0.000, 10.000
DjQmM5Xk5ew, 20.000, 30.000
Dk6ejT8ahOs, 20.000, 30.000
DkDxPkbrD5w, 10.000, 20.000
Dn3buZWMzwY, 20.000, 30.000
Dp4AJA2a5Kw, 10.000, 20.000
DpXD1Ndisfs, 10.000, 20.000
DrhspWrOIxo, 30.000, 40.000
DxmR46RUDVs, 30.000, 40.000
DyUs_MLR0dw, 90.000, 100.000
E27Pl4HaSC4, 40.000, 50.000
E5cv-INI2aw, 10.000, 20.000
E6C5mnVAfHc, 0.000, 10.000
E8s8nky6Jvs, 30.000, 40.000
EACFOawY6IY, 30.000, 40.000
EH3Pqigw3hc, 40.000, 50.000
EHbKmMaz504, 40.000, 50.000
EHeRbFbgETg, 0.000, 10.000
EITkjUQxErA, 20.000, 30.000
EIk26cyUjUM, 50.000, 60.000
EKrVvg8sstw, 50.000, 60.000
ENp6U2Yf0Wg, 30.000, 40.000
EPtk2WbRiCU, 150.000, 160.000
EPzN4F3A1C8, 10.000, 20.000
EQogQvM1SnA, 50.000, 60.000
EVaD73Z5FpY, 20.000, 30.000
EZM7UaQJmCI, 20.000, 30.000
EatHDeCASTE, 20.000, 30.000
EdxEkYhB9LY, 0.000, 10.000
Efm9daE2sVk, 450.000, 460.000
Eg6jva4tIVw, 30.000, 40.000
EjfQ2-5kaLQ, 40.000, 50.000
Ekmkcl6kPCg, 10.000, 20.000
ElJavQpLk0M, 70.000, 80.000
EnBkVoFG-hg, 20.000, 30.000
Eq4Ffak_w7o, 50.000, 60.000
EqZ0mfzGdxE, 50.000, 60.000
EuXmryf7iww, 20.000, 30.000
EuxMBJWWw4Q, 150.000, 160.000
EveEWyRJ0rc, 60.000, 70.000
EyiYrffEcac, 40.000, 50.000
F2HGfC6QSj4, 110.000, 120.000
F4B9pVfPywo, 20.000, 30.000
F7HBDiSOlK8, 20.000, 30.000
F7QtqKtllK0, 50.000, 60.000
F8GBLtadLpU, 100.000, 110.000
F9AzjYVesfs, 20.000, 30.000
FA8Hbf1BWb8, 20.000, 30.000
FCJcXN-uxhg, 30.000, 40.000
