URL,Start Time,End Time
FCyyT3-qbv0, 280.000, 290.000
FDAlSF0UzCU, 20.000, 30.000
FFKlzna5ugI, 80.000, 90.000
FFtoSZBaMM0, 40.000, 50.000
FG3H2ShICeI, 40.000, 50.000
FHmfEGof4ic, 0.000, 10.000
FIvra2FX2WM, 140.000, 150.000
FKTkMDrDoXE, 50.000, 60.000
FL4GeB146SQ, 0.000, 10.000
FOJ1AESBjNc, 70.000, 80.000
FQ3w-nSu86A, 10.000, 20.000
FRtZdWE3otE, 10.000, 20.000
FUqmuNJ1ino, 50.000, 60.000
FXRePlpbkY8, 20.000, 30.000
FhPtQRQdHpo, 20.000, 30.000
Fi5gSFcMRlE, 130.000, 140.000
FjqsbchY4ME, 20.000, 30.000
Fm9MMRvkax0, 50.000, 60.000
Fqy5HtKH5VQ, 30.000, 40.000
FvC3NOCMdLo, 80.000, 90.000
FvtkONYelyc, 40.000, 50.000
FvyVBA0ga1Q, 110.000, 120.000
FwwjQjtpHC4, 20.000, 30.000
G-Fg7OK3nZE, 10.000, 20.000
G1qedo1F-0A, 10.000, 20.000
G38MSrqlFsI, 30.000, 40.000
G4F-tugeXY0, 70.000, 80.000
G5idkbxkQnU, 50.000, 60.000
G6ceJ_ZicSo, 10.000, 20.000
G9_Uf6YJPkY, 20.000, 30.000
GDFlTHdkGyo, 20.000, 30.000
GE8sxBOgTsw, 40.000, 50.000
GJerJsB0NqM, 10.000, 20.000
GN8KnJ90Xcw, 0.000, 10.000
GX7h6oED5ZM, 10.000, 20.000
G_UeLVN0zXM, 50.000, 60.000
Gd2Gq4RA0zM, 0.000, 10.000
Gdt3QPwKkis, 30.000, 40.000
Gg5LwxHGwFE, 10.000, 20.000
GiTniNdo9sw, 50.000, 60.000
Gj-o8e05CMk, 20.000, 30.000
GnPJETzTfKY, 90.000, 100.000
Gp4Vru9_ZAE, 20.000, 30.000
GwA6v83AS0M, 60.000, 70.000
GwoPejlelc8, 80.000, 90.000
GxhjzEsBPXM, 0.000, 10.000
GzAmzk8JJIc, 30.000, 40.000
Gzifz60xa7M, 50.000, 60.000
H2ynlgvLMDo, 80.000, 90.000
H4TzYAh2xpo, 40.000, 50.000
H5eL_q-SwCU, 20.000, 30.000
H7lz2i5bQ8I, 40.000, 50.000
H8_q1ovRwv8, 90.000, 100.000
H9hpzYJEsmA, 10.000, 20.000
HAfbg3deh3g, 140.000, 150.000
HCl4ubDyzNg, 10.000, 20.000
HCpE7cmP7ME, 80.000, 90.000
HDMdYNZ0FsI, 10.000, 20.000
HGqZz8V6oZQ, 0.000, 10.000
HJJf8wy_ztk, 160.000, 170.000
HKtxqY6kQLc, 30.000, 40.000
HPTycIovzxY, 100.000, 110.000
HPaZMxiUwnQ, 0.000, 10.000
HQmuQfHBpKc, 20.000, 30.000
HQpgkH2xGPg, 20.000, 30.000
HRIYovYGTnw, 20.000, 30.000
HS2cJyD0uS0, 120.000, 130.000
HVKlv--hcsY, 90.000, 100.000
HW3wUticT9I, 80.000, 90.000
HWZBH7i5rIQ, 10.000, 20.000
HdF-0CSF0Zs, 50.000, 60.000
HfqG8qVQNi4, 0.000, 10.000
Hics13errA4, 0.000, 10.000
HipppC0wRDY, 10.000, 20.000
Hjr1CYF7Pxo, 150.000, 160.000
HlRcP-FVlBQ, 0.000, 10.000
HmC_7U41AUk, 20.000, 30.000
HoBiU3uzwAs, 0.000, 10.000
HoBwJyxhy7k, 60.000, 70.000
Hv2rz5qTvXs, 10.000, 20.000
HvrrI-FWN1w, 10.000, 20.000
Hx_OMF8SxM4, 30.000, 40.000
HyQkCTP-Gyc, 70.000, 80.000
I7pP1vd2s1Y, 0.000, 10.000
I7pqY1J7tbg, 100.000, 110.000
I8jZLMfkHt0, 0.000, 10.000
IBBEpiZPpbo, 10.000, 20.000
IBk0mmqh1_A, 0.000, 10.000
IGyTprD7tcg, 110.000, 120.000
IH186bv83LI, 120.000, 130.000
IHd3Vhl8IKI, 80.000, 90.000
IJk15fn-LOM, 70.000, 80.000
IKowqdKx7rE, 10.000, 20.000
ILWL0AoA1sM, 180.000, 190.000
IL_wLVs4pGU, 30.000, 40.000
IOACQr_S6wA, 0.000, 10.000
IPGucOAtObM, 70.000, 80.000
IUQOQYbRRY0, 40.000, 50.000
IWR6ilR1guE, 80.000, 90.000
I_xoipedVak, 70.000, 80.000
IbKUfOPpBHQ, 0.000, 10.000
IbhNVbENavU, 0.000, 10.000
Id5ddSxBQYc, 10.000, 20.000
Idg8tlMck1g, 60.000, 70.000
IfaAr6LSnUk, 10.000, 20.000
IhtTLnJ1WFs, 140.000, 150.000
IixPEEV-7qE, 30.000, 40.000
IjHYN5RXyVk, 40.000, 50.000
Iq5v8gESkCM, 0.000, 10.000
IqOWSDwTvbg, 30.000, 40.000
IrbPc81EHRk, 10.000, 20.000
Ire78a8kKzM, 180.000, 190.000
Ishr8cHsJkc, 180.000, 190.000
It2qxREZnP8, 120.000, 130.000
IvrvvAkWM0g, 30.000, 40.000
Iwa7dUdwkGk, 30.000, 40.000
IxtaxS4yNec, 180.000, 190.000
IyZoyy7hA-4, 50.000, 60.000
IzJPWLp2dUk, 0.000, 10.000
IzkfnuVDP4o, 30.000, 40.000
IzusNOAyijY, 70.000, 80.000
J-4vV4YQcl8, 10.000, 20.000
J-pmavXnvSc, 30.000, 40.000
J1SnEs7g8hI, 20.000, 30.000
J1nW964G4N8, 10.000, 20.000
J24vTaUSAws, 0.000, 10.000
J7MvLJSIy8s, 130.000, 140.000
J8DIQV-Kb-8, 50.000, 60.000
J9NSb0qa1AE, 100.000, 110.000
J9c6xJtlLFU, 50.000, 60.000
J9ewqrhMuHk, 0.000, 10.000
JC2ZrXzCX4Y, 110.000, 120.000
JC4BxC83FRQ, 0.000, 10.000
JD2eVIzq5rU, 10.000, 20.000
JDvX1n6AJeU, 30.000, 40.000
JE2x_QM8X68, 10.000, 20.000
JEmHXM5KyF8, 10.000, 20.000
JGSOheeJx1o, 30.000, 40.000
JGu5Ja4Ueco, 10.000, 20.000
JJ8bVeIDkQo, 10.000, 20.000
JKir-UdSGdI, 0.000, 10.000
JKwoNZ1T-PU, 30.000, 40.000
JOtU2E6OSng, 10.000, 20.000
JPTVIlGz0qI, 310.000, 320.000
JS1FKnTugZc, 80.000, 90.000
JWwS4TNA3Z8, 60.000, 70.000
JX8fGqdUlc8, 0.000, 10.000
JXOesgXxWEo, 20.000, 30.000
JaVQZLuWBOo, 50.000, 60.000
Jk1Cuku5d8U, 30.000, 40.000
JkYRxHsGyBE, 60.000, 70.000
JlPhzhxpNW4, 30.000, 40.000
Jld-t8kdg9E, 120.000, 130.000
JplODCMoL94, 0.000, 10.000
JpqsFF1jRME, 10.000, 20.000
JrRI_tVzeGQ, 30.000, 40.000
Jrp6ixaAMTw, 30.000, 40.000
JuqEgPEfy4Q, 10.000, 20.000
JvFNcA_07XE, 10.000, 20.000
JvJkhK2Ddbg, 30.000, 40.000
JwN2qvSdFfw, 20.000, 30.000
JxXv85mZuMQ, 50.000, 60.000
JyU-8vVmQek, 60.000, 70.000
JzBEwbTPfnY, 110.000, 120.000
Jzc66pasXSg, 110.000, 120.000
K-7Y8yhcUiw, 60.000, 70.000
K03ydb1uaoQ, 40.000, 50.000
K18qNQ6kuug, 0.000, 10.000
K3A3VQVHH18, 100.000, 110.000
K42RTYgZSBo, 0.000, 10.000
K50_6LC-l2I, 10.000, 20.000
K54cmiAbCEQ, 170.000, 180.000
K6RuApC33J4, 20.000, 30.000
K6ax-C7w10E, 10.000, 20.000
KAItJUveVr4, 30.000, 40.000
KD069bw-fk8, 0.000, 10.000
KH_OSkfiJXI, 70.000, 80.000
KHe4M9xQobw, 110.000, 120.000
KKErVdvmIw4, 30.000, 40.000
KKQZI6kxsz0, 10.000, 20.000
KP8x14dIMtg, 10.000, 20.000
KPxTJj6CXcY, 50.000, 60.000
KTw23qweHpw, 10.000, 20.000
K_GK6PxcOYQ, 0.000, 10.000
KbJ0wJiY5cQ, 210.000, 220.000
KcwcBW-wWwA, 20.000, 30.000
KfsCyYHZhjM, 10.000, 20.000
KgTpYqqkM14, 110.000, 120.000
KjinuQ4NkyA, 0.000, 10.000
KkuqkwyhaAU, 20.000, 30.000
KosbOyPgkUk, 40.000, 50.000
KqbWPfGZJWs, 60.000, 70.000
KuKedT3hTOU, 130.000, 140.000
KuNFCISiU9E, 10.000, 20.000
KvVR4konq4w, 40.000, 50.000
KyHIWhU-3ZQ, 50.000, 60.000
KydknOkAiMo, 70.000, 80.000
KzGHYP446Mg, 30.000, 40.000
Kz_xD7-1pNA, 30.000, 40.000
L3V9aCJTUZs, 20.000, 30.000
L6C76okqOjQ, 50.000, 60.000
L6Gzrz5ess4, 50.000, 60.000
L71QGOYrpiM, 60.000, 70.000
L77rpdzefmI, 30.000, 40.000
LA4NIQy2qEI, 70.000, 80.000
LAc_du2vRYw, 20.000, 30.000
LBlh3dLBwA0, 20.000, 30.000
LBtKJ5e4xMs, 60.000, 70.000
LHbtY7tLiBM, 50.000, 60.000
LHl8KMgDWtw, 40.000, 50.000
LLpLwGZYQYs, 20.000, 30.000
LMYpbTRbaBk, 10.000, 20.000
LNDuY7m-f2k, 40.000, 50.000
LPBbil8cyhc, 0.000, 10.000
LPRireI8_RE, 0.000, 10.000
LRMn8ukqJ6A, 60.000, 70.000
LROypNZgg30, 40.000, 50.000
LVExduSNMmA, 30.000, 40.000
LVsouY-7Eis, 50.000, 60.000
LWHlee_5GSk, 20.000, 30.000
LWyM0eJH5Aw, 0.000, 10.000
LbLjmssPKms, 0.000, 10.000
LboVP-kuEVw, 160.000, 170.000
LcMZsrSN-LU, 30.000, 40.000
LdbvKfd59ks, 10.000, 20.000
Leo7Wdq3GuE, 240.000, 250.000
LjOOqHOlJeQ, 30.000, 40.000
LjTsuYAVFjU, 90.000, 100.000
Lm3HsnrDehQ, 130.000, 140.000
LuP1EhE8loY, 50.000, 60.000
LyoUY-7rfpo, 50.000, 60.000
M-rCjxGZ_Bg, 20.000, 30.000
M-uzLjuq_yQ, 40.000, 50.000
M0vwoUeXfLU, 30.000, 40.000
M11dqFcUj7g, 10.000, 20.000
M2E_XRaP1kw, 0.000, 10.000
M3VW4Ypw_3g, 10.000, 20.000
M5qkHhep4_w, 90.000, 100.000
M8u18Vcvojs, 30.000, 40.000
M9a2wxZ98sM, 20.000, 30.000
MDRJ8icmjgI, 350.000, 360.000
MEwOB0NTUfc, 40.000, 50.000
MIVc2ZPYsvg, 30.000, 40.000
MJTmkrvAxys, 50.000, 60.000
MJe_-XmjOvQ, 60.000, 70.000
MQKJAuy4LIg, 260.000, 270.000
MSQy9jfKDos, 100.000, 110.000
MUM_QSwoMqw, 20.000, 30.000
MXBSS-aVfr0, 70.000, 80.000
MXo8SrFiprs, 280.000, 290.000
MXtyTkOoOiM, 40.000, 50.000
MXycOXOVWBc, 50.000, 60.000
MYKXx1j7nC0, 0.000, 10.000
MZOHhFle-EU, 340.000, 350.000
M_vZhPICa9c, 10.000, 20.000
MaCy28VOvyI, 0.000, 10.000
MaIzV2bFSvI, 40.000, 50.000
MbynZUadYW8, 30.000, 40.000
Mcvgo80QdlI, 10.000, 20.000
Md1-IjFM90I, 60.000, 70.000
MgBue8c3adM, 110.000, 120.000
Mik2oE7zWXY, 20.000, 30.000
MkEwSAVDL5U, 20.000, 30.000
MmMGzFTko9E, 10.000, 20.000
MmS9c2_Jnbo, 20.000, 30.000
Mp2H3YX_RR8, 50.000, 60.000
MpYd6SDbVEc, 160.000, 170.000
MqeZ1Tksbbw, 0.000, 10.000
MrCm0omWfB0, 30.000, 40.000
MrkSa-KwHw8, 0.000, 10.000
Msy5HTFyzpU, 230.000, 240.000
MwMkttO36U8, 0.000, 10.000
N1hVzSBwuQc, 30.000, 40.000
NBCdr2p-vR4, 430.000, 440.000
NBsx08k6-Lo, 10.000, 20.000
NDYdbp2nE58, 0.000, 10.000
NDxuB51ywlM, 10.000, 20.000
NEl5aGVNWCs, 10.000, 20.000
NG_wRgL4z1k, 40.000, 50.000
NGrNTk7WtUg, 0.000, 10.000
NKscg2BOlCM, 30.000, 40.000
NPD59yt5lw4, 50.000, 60.000
NVtuoTheLLg, 30.000, 40.000
NXz_q_0lZt8, 80.000, 90.000
NYl5o6_iVxg, 10.000, 20.000
N_DKwq6c_iA, 40.000, 50.000
NbinuAiZzUY, 30.000, 40.000
Nd_cH_EEjW4, 0.000, 10.000
Ngm0ZuZXBPU, 20.000, 30.000
NjtFs61Zy0E, 40.000, 50.000
NlHjQRN4n0s, 60.000, 70.000
NmICZ2PkXJU, 30.000, 40.000
NohlPCwGsXQ, 70.000, 80.000
NpXPxTjcRag, 0.000, 10.000
NqwfcLcgghg, 170.000, 180.000
NrOuYN1-pEk, 60.000, 70.000
NrpZYegaB2Y, 30.000, 40.000
Nt5niDfwlC4, 20.000, 30.000
Nu5i9s1WVbs, 50.000, 60.000
NuFodvW88fo, 30.000, 40.000
NxuzionRzP0, 10.000, 20.000
O2Y2vAn5juI, 30.000, 40.000
O3GUz1t-HCY, 50.000, 60.000
O3vi3duY3mM, 40.000, 50.000
O8oc0bS5uQg, 0.000, 10.000
O9jCFxhNyg8, 0.000, 10.000
OA1AxlDwueA, 10.000, 20.000
OAo5TIWelL0, 0.000, 10.000
OBloRUdJEgM, 60.000, 70.000
OF1xXAPFSms, 50.000, 60.000
OG9OZIKzzcw, 130.000, 140.000
OH75rxpizxk, 20.000, 30.000
OHcrik4lqrA, 100.000, 110.000
OI3Z0nb2-TA, 40.000, 50.000
OJWPopqHSms, 30.000, 40.000
OK35eUd2VVo, 10.000, 20.000
OO80KayACjo, 30.000, 40.000
OPOBTHNgWlU, 90.000, 100.000
OUE5E1SJUfs, 0.000, 10.000
OUzsj4dMlkE, 70.000, 80.000
OYAjIJa6FlM, 60.000, 70.000
OZGOMnuMTsw, 40.000, 50.000
OaVBOjLVFi0, 70.000, 80.000
OafywlXa7Tg, 10.000, 20.000
OcwMwPyapGc, 20.000, 30.000
OezjyLEMJ_U, 40.000, 50.000
Of45ktMvkzQ, 320.000, 330.000
OhhODehB2Zc, 10.000, 20.000
Om9JiTx_fiw, 10.000, 20.000
OoeCTFX2LnU, 40.000, 50.000
OrsHnvVdUV8, 70.000, 80.000
OtA_FyCE9Pc, 30.000, 40.000
Otbwrm3MYWE, 30.000, 40.000
Ow6TtjLXUXE, 30.000, 40.000
P4jCqyA9rOw, 90.000, 100.000
PAYvEtQtmhM, 0.000, 10.000
PCX7rkapZ6s, 20.000, 30.000
PDrGsCdy898, 40.000, 50.000
PEdVIez9BuI, 20.000, 30.000
PGfMe0yqdXQ, 40.000, 50.000
PGm4NNvY28Q, 30.000, 40.000
PLolx4eLwiI, 20.000, 30.000
PQ8Dnl6ota8, 470.000, 480.000
PQb25YFtpWI, 10.000, 20.000
PRarm4uFO38, 10.000, 20.000
PRnu6gNqmEs, 60.000, 70.000
PRpC4678KDk, 30.000, 40.000
PTWKE3opFl0, 140.000, 150.000
PU0vOwcc0es, 200.000, 210.000
PVyIvY1RI7A, 60.000, 70.000
PZGRsYGG1rw, 0.000, 10.000
Pb3bnD21Uyo, 450.000, 460.000
Pb6DR5E7iuY, 10.000, 20.000
PcmEZauRNYA, 90.000, 100.000
PdS07rVYx-U, 100.000, 110.000
PgJn5COyxxY, 40.000, 50.000
Pi-pgLD05ig, 20.000, 30.000
PiNHDT1sQl8, 0.000, 10.000
Pis6lnFl-wk, 30.000, 40.000
PkD59ZVgWKc, 10.000, 20.000
PkU94pw6cuU, 0.000, 10.000
PpHTRj2v_GA, 70.000, 80.000
PpyZAWU2HFk, 30.000, 40.000
PtHj4vQ4HYc, 0.000, 10.000
PtW0cZVprJQ, 10.000, 20.000
Q53NwM_0_0k, 90.000, 100.000
Q5L3nN8fP_w, 80.000, 90.000
Q5h6goAbE8I, 140.000, 150.000
Q5q4RLBQY9Q, 30.000, 40.000
Q9xDZERzWwI, 110.000, 120.000
QDpzkViNPow, 270.000, 280.000
QHVo4W9agqM, 60.000, 70.000
QLVeNc6REjs, 20.000, 30.000
QPVchJIMjTY, 30.000, 40.000
QPkCGF2Pp0o, 60.000, 70.000
QQ6Dyma0SZg, 0.000, 10.000
QQoueYZihhg, 20.000, 30.000
QRgwDUdSHlo, 30.000, 40.000
QRlM_dBJVZ0, 30.000, 40.000
QSpo94OS95k, 520.000, 530.000
QTEn6-_ms_I, 10.000, 20.000
Q_eeVC6KELA, 30.000, 40.000
QdifhT7WuOA, 20.000, 30.000
Qgk-zCg3pWo, 90.000, 100.000
QiG-NcsplCU, 60.000, 70.000
QmfRSZAa_0g, 20.000, 30.000
QnTzVHhBrg4, 570.000, 580.000
QnYODpW5Ciw, 80.000, 90.000
QoTpUNWHkt0, 0.000, 10.000
QqlkJcye1to, 0.000, 10.000
QrjcSf3heWg, 100.000, 110.000
QvN7il1_3Ic, 10.000, 20.000
Qw53dcV7J68, 0.000, 10.000
Qz2jhO3gQ_8, 70.000, 80.000
QzLadl0Ysro, 40.000, 50.000
R0uQdw5_hOI, 500.000, 510.000
R5iG8b2CNWo, 30.000, 40.000
R9doyFPKGdY, 90.000, 100.000
RA4qTI5rDkM, 40.000, 50.000
RAfqNqbSQWU, 30.000, 40.000
RFaUaDMgvmM, 30.000, 40.000
RG43CW_NkNc, 0.000, 10.000
RGJYHFcVi-A, 30.000, 40.000
RI_Mfht5ybc, 60.000, 70.000
RNTTgBlMIOg, 30.000, 40.000
RPbJ0zyNF3Y, 10.000, 20.000
RQF7AlZvqA8, 60.000, 70.000
RQYykqk8cKs, 40.000, 50.000
RRpFoQjHaUw, 30.000, 40.000
RTY6pUGwZ3c, 270.000, 280.000
RVC-OosMI74, 0.000, 10.000
RYhXPtcWMY4, 0.000, 10.000
RZ9PlKwEWSk, 40.000, 50.000
RfAthhck_BI, 70.000, 80.000
RgmlxQndWPg, 160.000, 170.000
RhUGKesd-IE, 80.000, 90.000
RkEHEYKmFeU, 20.000, 30.000
RmSOEjYj0VU, 40.000, 50.000
RrQqU1xHXxM, 10.000, 20.000
Ru8sFq251XU, 230.000, 240.000
RudvVC-pag0, 100.000, 110.000
RvLYezb1Ds4, 10.000, 20.000
RvsJ4gw1Xrw, 10.000, 20.000
RxKbvL6KnKo, 30.000, 40.000
S-44GcqjHpU, 20.000, 30.000
S1TbGJ-EiKI, 60.000, 70.000
S3YpNTbKo9A, 40.000, 50.000
S5uFjpUS2vE, 0.000, 10.000
S66w3l3SKrM, 40.000, 50.000
S775H4491Hc, 270.000, 280.000
S8HhWWEAUAs, 60.000, 70.000
S9xRTloFOfo, 40.000, 50.000
SCow4mpBsGY, 0.000, 10.000
SDr8PAv2MIU, 10.000, 20.000
SIkqdklq9O0, 10.000, 20.000
SJspwrsTbD4, 10.000, 20.000
SKHWggncyjo, 0.000, 10.000
SMLZvna_HVk, 20.000, 30.000
SNqN15aniw4, 30.000, 40.000
SORxtw1SD3w, 10.000, 20.000
SP8o6md7Tdc, 120.000, 130.000
SULC89tVzbY, 0.000, 10.000
SWc348aZEBQ, 0.000, 10.000
SXJW-MORT8U, 20.000, 30.000
SanDV6erPNc, 20.000, 30.000
SbhAwK3Sypo, 26.000, 36.000
SejdskzpFIM, 90.000, 100.000
Sf4KYq7fNWI, 30.000, 40.000
SfLfY4O0dvY, 80.000, 90.000
ShzGlE6N7Hc, 40.000, 50.000
Sj4iG2UDJuI, 50.000, 60.000
Sm4rrUYTrTk, 30.000, 40.000
SpDN6XUSqr8, 100.000, 110.000
SryI8l9NTKk, 200.000, 210.000
Ss33EVYyAtY, 20.000, 30.000
SsR-eCXuxFs, 40.000, 50.000
StdDB4AqNcs, 20.000, 30.000
SxaLm-mc_3A, 70.000, 80.000
SxmK5lQrAOo, 100.000, 110.000
T-BBrRMI_3w, 60.000, 70.000
T0nhTMiiNZk, 60.000, 70.000
T3DaOW2TzUI, 140.000, 150.000
T4vvisuLrnM, 70.000, 80.000
T5zgdQIpuTM, 0.000, 10.000
T6hk7aQNc1A, 550.000, 560.000
T7PRZHNGA00, 70.000, 80.000
T98j2xSPmNI, 10.000, 20.000
TACk0yQ7tb0, 10.000, 20.000
TCRKHQ2I54g, 0.000, 10.000
TCcvn0XypSQ, 110.000, 120.000
TDAodr9RzOs, 80.000, 90.000
TDeFOowYxKk, 0.000, 10.000
TESKWqztz6s, 120.000, 130.000
TEaupIERwWo, 10.000, 20.000
TFCnz89BOpI, 110.000, 120.000
TFmzV0QwWn0, 0.000, 10.000
TGHjt-JqhCA, 30.000, 40.000
TJP3HnwwTnQ, 70.000, 80.000
TKN3eyZS-Fo, 20.000, 30.000
TPEZd382Nl8, 10.000, 20.000
TP_hpRThy4M, 0.000, 10.000
TRRGpTkyYTk, 30.000, 40.000
TUVO0H92nio, 20.000, 30.000
TW2GxN0-B6s, 60.000, 70.000
TWpFdKNd5AA, 10.000, 20.000
TYOcEVHexCo, 30.000, 40.000
TZRM6jUspaM, 80.000, 90.000
TaaSUqLLl_I, 80.000, 90.000
Tafz0y7nFlQ, 40.000, 50.000
TamvG07ybDk, 40.000, 50.000
TcQ0h2Vj5Tw, 20.000, 30.000
TdIvJ6wrfxw, 10.000, 20.000
Tejm88QZ14E, 150.000, 160.000
TevZ-0vtnjg, 140.000, 150.000
TiJ-Szo9yHQ, 50.000, 60.000
TnFuOLInubQ, 0.000, 10.000
Tof93_BEzko, 50.000, 60.000
TrWLam1ckCo, 10.000, 20.000
TsRXgIV9qjI, 160.000, 170.000
Tu1AQ59ORvE, 80.000, 90.000
TuwEgiTApZw, 170.000, 180.000
TyoMgUF2Qac, 90.000, 100.000
TzsTDTmR4yU, 0.000, 10.000
U0lo72RtWJ8, 0.000, 10.000
U0x7Ww9w0Ls, 90.000, 100.000
U6Gd8UpYiD4, 10.000, 20.000
U7_1E0lfZSU, 20.000, 30.000
U92FhTna4Xs, 0.000, 10.000
UBHvjD5AcgE, 0.000, 10.000
UELJw4Gz5Gs, 90.000, 100.000
UFNVIjVZ_Eo, 20.000, 30.000
UFs6q2tA0m8, 30.000, 40.000
UHC_8yeio94, 30.000, 40.000
UHNMlEXqNqc, 110.000, 120.000
ULZv-8QAqxw, 10.000, 20.000
UNLSeSegqXU, 20.000, 30.000
UOJfmOUIcjE, 0.000, 10.000
URMDEJ7XYbE, 10.000, 20.000
UVuURfwVt9g, 10.000, 20.000
UYKLHDs0ySM, 20.000, 30.000
UYrcuJh1Uno, 0.000, 10.000
UYyzJOS2HxU, 0.000, 10.000
UiXI3SqKjEo, 70.000, 80.000
UiixvrdY51Q, 110.000, 120.000
Uij3uSt7HrQ, 0.000, 10.000
UjdasmK1Bmw, 0.000, 10.000
Ujje3lSabsg, 0.000, 10.000
Umyx9TCiAS0, 10.000, 20.000
Uqj3IOMO0TU, 20.000, 30.000
UrSYiCKxSaM, 40.000, 50.000
Ut6oXfnnBBk, 10.000, 20.000
UuBzSIjiMNE, 0.000, 10.000
Uw7Mbr6d3fI, 50.000, 60.000
UxLH65VZsao, 0.000, 10.000
UxyVfrbhms4, 0.000, 10.000
V1GwbYcNkeI, 100.000, 110.000
V1TOvrQ6XOw, 10.000, 20.000
V8-4S63BRcE, 0.000, 10.000
